video_id,channel_name,category
fvoLmsXKkYM,PhilipDeFranco,news
jfpzCsXGxQg,PhilipDeFranco,news
r3miPW-wkfk,PhilipDeFranco,news
b7frDFkW05k,PhilipDeFranco,news
UJZY8e1rKGQ,PhilipDeFranco,news
slZKqXY-k-U,PhilipDeFranco,news
RdNSKxFAk-U,PhilipDeFranco,news
C-ePy-2WLfY,PhilipDeFranco,news
W4DnmTEHQug,PhilipDeFranco,news
a3DeJjHAz8I,TheYoungTurks,news
T67DvoH2H3E,TheYoungTurks,news
SuuOM8Ok_nE,TheYoungTurks,news
YAxL4TB6pmQ,TheYoungTurks,news
hUeYk6_cA-g,TheYoungTurks,news
s-6T11fVxZA,TheYoungTurks,news
gTFljCRnGN4,TheYoungTurks,news
qv9sH5ptgRA,TheYoungTurks,news
a9fCK6Y0bu4,TheYoungTurks,news
w6KFWiidiJo,TheYoungTurks,news
-SgqGEX_DOw,DWNews,news
PLOwKTY81y4,DWNews,news
3inhQffPlAI,DWNews,news
nl3XZkQts3Q,DWNews,news
VkuNWDG3yNM,DWNews,news
1cB5JZcosr4,DWNews,news
yDWJtSsTnNM,DWNews,news
GvvA12oTQ94,KaraandNate,travel
pps8hh5Aq-c,KaraandNate,travel
YWZx4f2OCfY,KaraandNate,travel
_JA5sQVGal4,KaraandNate,travel
wvRnoLIvabY,KaraandNate,travel
NjU9O3o11lA,KaraandNate,travel
6RUfOU_Dqw8,KaraandNate,travel
80oyG1Vl1Vc,KaraandNate,travel
p0MNgGI17Pw,KaraandNate,travel
JfxyakPvWvA,KaraandNate,travel
0GCuvcTI090,AbroadinJapan,travel
-tBy2jemw4s,AbroadinJapan,travel
SkY1DiyCqTU,AbroadinJapan,travel
nfpWAqK0YZE,AbroadinJapan,travel
aVT0BvWZcLg,AbroadinJapan,travel
icwENiwT1zI,AbroadinJapan,travel
U7Q3sKNuZA0,AbroadinJapan,travel
3LS83dDqoGU,AbroadinJapan,travel
IXgX_r-x-XE,AbroadinJapan,travel
M400lV0GNV4,AbroadinJapan,travel
kUTYSyd3LR0,YesTheory,travel
Vs6In7UtyXY,YesTheory,travel
8cvhwquPqJ0,YesTheory,travel
ODuEl4oNae0,YesTheory,travel
bXUcnFuvqcE,YesTheory,travel
bSs0o7DrHeg,YesTheory,travel
mJuTM7TJ9J0,YesTheory,travel
w0xPJDeTOc8,YesTheory,travel
GyvRamX1VyA,YesTheory,travel
wAeZ-HSFdTw,YesTheory,travel
Fa9WJMrQLvw,Jolly,culture
KzdbFnv4yWQ,Jolly,culture
gPHgbh-2Gno,Jolly,culture
11ak2FgIq60,Jolly,culture
YyDW4XYQMgs,Jolly,culture
_533Z_yY6kU,Jolly,culture
zQ1j2zPrg_c,Jolly,culture
mbxxfVz8xBk,Jolly,culture
-QL9dvmddYs,Jolly,culture
deDr3CZ_rIM,Jolly,culture
roCX0AfBseQ,bingingwithbabish,cooking
Rzd0mLf366I,bingingwithbabish,cooking
D_Y18GEjfNY,bingingwithbabish,cooking
7EnWiGYT1g4,bingingwithbabish,cooking
HsxBw6ls7Z0,bingingwithbabish,cooking
Y8hi6A5MPVY,bingingwithbabish,cooking
NFAN6L7xnvY,bingingwithbabish,cooking
S7eUmZ4Sp3U,bingingwithbabish,cooking
Mf4wwXM2o_M,bingingwithbabish,cooking
pTk9HnIwEYU,bingingwithbabish,cooking
qWAagS_MANg,bonappetit,cooking
WrOzwoMKzH4,bonappetit,cooking
TudhYwBrgYg,bonappetit,cooking
Ew-3-8itpjc,bonappetit,cooking
XY-hOqcPGCY,bonappetit,cooking
1Gdl-A1DvpA,bonappetit,cooking
VyaxDWLe6A4,bonappetit,cooking
g1GFJxVeH9c,bonappetit,cooking
HzUIUTatyZI,bonappetit,cooking
RrkL9e2w7gQ,bonappetit,cooking
DPZzrlFCD_I,MarkRober,making
My4RA5I0FKs,MarkRober,making
hFZFjoX2cGg,MarkRober,making
BYVZh5kqaFg,MarkRober,making
vePc5V4h_kg,MarkRober,making
ugRc5jx80yg,MarkRober,making
DTvS9lvRxZ8,MarkRober,making
tk_ZlWJ3qJI,MarkRober,making
Rsxao9ptdmI,MarkRober,making
kxLoycj4pJY,SmarterEveryDay,making
QJ9lNRAjTQM,SmarterEveryDay,making
MFzDaBzBlL0,SmarterEveryDay,making
cp5gdUHFGIQ,SmarterEveryDay,making
tcQVrD7RnNI,SmarterEveryDay,making
Q_F9CxSmGOM,SmarterEveryDay,making
JT0wx27J9xs,SmarterEveryDay,making
p1PgNbgWSyY,SmarterEveryDay,making
-53kaP6dZeI,SmarterEveryDay,making
7pOXunRYJIw,SmarterEveryDay,making
R2pIutTspQA,TechLead,technology
Ap2uWsJV25w,TechLead,technology
fxCYXA2zPc8,TechLead,technology
BCHr4NDTLO8,TechLead,technology
9AXP7tCI9PI,TechLead,technology
5IcvRe8bQhU,TechLead,technology
AbUU-D2Hil0,TechLead,technology
rJJBnmDkEwI,TechLead,technology
VI9mHWOQbJQ,TechLead,technology
oWzdgBNfhQU,NatGeo,documentary
0t2VPBF6Kp4,NatGeo,documentary
quU9s7I1NLI,NatGeo,documentary
Nmkj5gq1cQU,NatGeo,documentary
NcRifDitRnU,NatGeo,documentary
BXyfCGDnuWs,NatGeo,documentary
1EPNYWeEf1U,ProkoTV,art/design
wAOldLWIDSM,ProkoTV,art/design
DmqFbgKWoao,ProkoTV,art/design
aoqu5SEFqRI,ProkoTV,art/design
0cYal_hitz4,ProkoTV,art/design
JC2ZppKHCqU,ProkoTV,art/design
_6wdDNnHRO4,ProkoTV,art/design
z4ZLkyTuX_w,ProkoTV,art/design
X-6jMi4e-0Q,theartassignment,art/design
3AVNhTi9pzM,theartassignment,art/design
_tw51Eh9vcw,theartassignment,art/design
96hl5J47c3k,theartassignment,art/design
wtPBOwE0Qn0,theartassignment,art/design
VHLs76HLon4,theartassignment,art/design
67EKAIY43kg,theartassignment,art/design
so8sB25IL4o,theartassignment,art/design
gNBOO_ggypg,theartassignment,art/design
oz908BHg55Y,theartassignment,art/design
PCOo8AW4oI0,bestdressed,fashion
FSHITL5oedk,bestdressed,fashion
7hKTaDncNic,bestdressed,fashion
TuPyVPdH814,bestdressed,fashion
K0n-264CETA,bestdressed,fashion
3n99jqOdeSw,bestdressed,fashion
bWCCIp5pHXk,bestdressed,fashion
qE_oqgKk4Lo,bestdressed,fashion
wMF1tIR1-4g,bestdressed,fashion
yRnnAAUJB3o,bestdressed,fashion
sNXCiPKIiPc,HauteLeMode,fashion
ZMrgtotgThk,HauteLeMode,fashion
PbRZcvVnF0w,HauteLeMode,fashion
ubaFAQpJSrs,HauteLeMode,fashion
nPkK70fD3xY,HauteLeMode,fashion
P71sr0kZY7o,HauteLeMode,fashion
-n1kVcgifxc,HauteLeMode,fashion
nURRNtJu9AQ,HauteLeMode,fashion
iMeNtFW2HSg,HauteLeMode,fashion
AFC5RaH4xMg,NBA,sports
ZsPsKLjw-SI,NBA,sports
t22flliJLTQ,NBA,sports
wgVOgGLtPtc,NBA,sports
xWaaMV1WQLo,NBA,sports
2hIrbnVx4k4,NBA,sports
CwzjlmBLfrQ,Olympics,sports
1AS-dCdYZbo,Olympics,sports
0pJU3jm0zkI,Olympics,sports
2O7K-8G2nwU,Olympics,sports
23EfsN7vEOA,Olympics,sports
6bNOnXTe4Ok,Olympics,sports
VZvoufQy8qc,Olympics,sports
FuiJHJz4f5Q,Olympics,sports
PHgc8Q6qTjc,PewDiePie,gaming
7Vj5M0qKh8g,PewDiePie,gaming
By_Cn5ixYLg,PewDiePie,gaming
DYlesHOaPkY,PewDiePie,gaming
VGt-BZ-SxGI,PewDiePie,gaming
iOztnsBPrAA,markiplier,gaming
60wLvPWXCCc,markiplier,gaming
GlZtlTon7_I,markiplier,gaming
N9K2p54k9GA,markiplier,gaming
YT1NhLTwwEg,markiplier,gaming
UcgSbvdKag8,pokimane,gaming
RWpIea15Y_w,pokimane,gaming
gpwNh9mIfz8,pokimane,gaming
XAXWOORFBu4,pokimane,gaming
Vq1XkpvNXk0,pokimane,gaming
wtXqjh8VkTo,pokimane,gaming
QJ17wpE9eNc,pokimane,gaming
NuExff4-ty4,pokimane,gaming
iEdW334FO50,pokimane,gaming
mP3fGkpmVM0,LoLEsports,gaming
i7YGtxF1iGU,LoLEsports,gaming
8Dlyp6wkM6c,LoLEsports,gaming
fn5kSCj-VNM,LoLEsports,gaming
i5FOq93R29A,LoLEsports,gaming
mf72jNoMqL0,LoLEsports,gaming
NVzQeNE-8EE,LoLEsports,gaming
Tj9q3-YFteA,LoLEsports,gaming
HBFMysfLlJU,KeyandPeele,comedy
WqBZVlgORbY,KeyandPeele,comedy
izh-j8KUYjs,KeyandPeele,comedy
TLnUJzueBOQ,KeyandPeele,comedy
rxhKrtb3XsE,KeyandPeele,comedy
OQaLic5SE_I,KeyandPeele,comedy
5Kod1q39ddE,KeyandPeele,comedy
ss9ygQqqL2Q,fallontonight,variety show
OPdbdjctx2I,fallontonight,variety show
aKdV5FvXLuI,fallontonight,variety show
4iQxG8ZjYO8,fallontonight,variety show
NaY91YjVbEM,fallontonight,variety show
0uBOtQOO70Y,fallontonight,variety show
uD2nOjV3AaI,fallontonight,variety show
0e3GPea1Tyg,MrBeast,variety show
zxYjTTXc-J8,MrBeast,variety show
1WEAJ-DFkHE,MrBeast,variety show
48h57PspBec,MrBeast,variety show
KrLj6nc516A,MrBeast,variety show
tnTPaLOaHz8,MrBeast,variety show
FM7Z-Xq8Drc,MrBeast,variety show
9RhWXPcKBI8,MrBeast,variety show
erLbbextvlY,MrBeast,variety show
iogcY_4xGjo,MrBeast,variety show
BtN-goy9VOY,Kurzgesagt,knowledge
zQGOcOUBi6s,Kurzgesagt,knowledge
9tbxDgcv74c,Kurzgesagt,knowledge
3mnSDifDSxQ,Kurzgesagt,knowledge
h6fcK_fRYaI,Kurzgesagt,knowledge
sNhhvQGsMEc,Kurzgesagt,knowledge
YI3tsmFsrOg,Kurzgesagt,knowledge
JyECrGp-Sw8,Kurzgesagt,knowledge
yWO-cvGETRQ,Kurzgesagt,knowledge
0FH9cgRhQ-k,Kurzgesagt,knowledge
uxPdPpi5W4o,Veritasium,knowledge
4Wrc4fHSCpw,Veritasium,knowledge
AeJ9q45PfD0,Veritasium,knowledge
2OSrvzNW9FE,Veritasium,knowledge
094y1Z2wpJg,Veritasium,knowledge
AF8d72mA41M,Veritasium,knowledge
IV3dnLzthDA,Veritasium,knowledge
GcdB5bFwio4,Veritasium,knowledge
pir_muTzYM8,Veritasium,knowledge
ZMByI4s-D-Y,Veritasium,knowledge
QDCcuCHOIyY,Vsauce,knowledge
s86-Z-CbaHA,Vsauce,knowledge
jHbyQ_AQP8c,Vsauce,knowledge
VNqNnUJVcVs,Vsauce,knowledge
7uiv6tKtoKg,Vsauce,knowledge
iqKdEhx-dD4,Vsauce,knowledge
3pAnRKD4raY,Vsauce,knowledge
evQsOFQju08,Vsauce,knowledge
sHCHEykUxP4,Vsauce,knowledge
IJhgZBn-LHg,Vsauce,knowledge
BEWz4SXfyCQ,joerogan,podcast
hBMoPUAeLnY,joerogan,podcast
efs3QRr8LWw,joerogan,podcast
RcYjXbSJBN8,joerogan,podcast
jdVso9FSkmE,joerogan,podcast
Rxmw9eizOAo,joerogan,podcast
G0Cp7DrvNLQ,joerogan,podcast
1zb2SuW-jug,joerogan,podcast
0H5LCLljJho,joerogan,podcast
rY5jCvRHEFk,joerogan,podcast
PN2gYHJNT3Y,TimFerriss,podcast
H9B5mYfBPlY,TimFerriss,podcast
C1sEHNw4UIg,TimFerriss,podcast
ZwEquW_Yij0,TimFerriss,podcast
GqqrTLwxE_Y,TimFerriss,podcast
Wh5SUF0gPWQ,TimFerriss,podcast
HiYo14wylQw,TimFerriss,podcast
eLYqhezACpc,TimFerriss,podcast
Yh1-y3TzSO4,TimFerriss,podcast
hbNpsmOVGt0,TimFerriss,podcast
uN84HhcdIws,TheDailyShow,talk show
7OeeHz0uNdM,TheDailyShow,talk show
F2xv4fba65U,TheDailyShow,talk show
NzDhm808oU4,TheDailyShow,talk show
RskvZgc_s9g,TheDailyShow,talk show
KtHn59wqdBc,TheDailyShow,talk show
yWI61kpFEAA,TheDailyShow,talk show
QlaeirHJpns,TheDailyShow,talk show
_GXNJ3V9lzg,TheDailyShow,talk show
8A3jiM2FNR8,TheDailyShow,talk show
7y1xJAVZxXg,LastWeekTonight,news
DnpO_RTSNmQ,LastWeekTonight,news
xecEV4dSAXE,LastWeekTonight,news
XEVlyP4_11M,LastWeekTonight,news
s6MwGeOm8iI,LastWeekTonight,news
J5b_-TZwQ0I,LastWeekTonight,news
7VG_s2PCH_c,LastWeekTonight,news
UN8bJb8biZU,LastWeekTonight,news
wD8AwgO0AQI,LastWeekTonight,news
oDPCmmZifE8,LastWeekTonight,news
n3IYmdy6d4Y,Vox,documentary
rFxu7NEoKC8,Vox,documentary
QMbHLF_zwjs,Vox,documentary
iRYZjOuUnlU,Vox,documentary
hLrFyjGZ9NU,Vox,documentary
TPpoJGYlW54,Vox,documentary
kIID5FDi2JQ,Vox,documentary
8GqWTqDhahM,Vox,documentary
lxMWSmKieuc,Vox,documentary
x8fpeVICeGg,Vox,documentary
ofvoLdLssA8,Corridor,making
T24wxcO89ls,Corridor,making
wVgIt47LLMI,Corridor,making
SCbmAVMMRek,Corridor,making
y3RIHnK0_NE,Corridor,making
8Q2P4LjuVA8,Corridor,making
5xK7e0-_3oQ,Corridor,making
VI4NZW8q6nU,Corridor,making
OYXiYcX3sQ8,Corridor,making
hsaLDnl_fEs,Corridor,making
PrqYohBV58o,TopGear,entertainment
cDoRmT0iRic,TopGear,entertainment
I7g08nwEmyY,TopGear,entertainment
7NZ9X9A2efA,TopGear,entertainment
jV51BGIzkwU,TopGear,entertainment
DrUVMdkb4_k,TopGear,entertainment
ROOeGPrC1Do,TopGear,entertainment
RXqSedWSu2k,TopGear,entertainment
QQh56geU0X8,TopGear,entertainment
xnWKz7Cthkk,TopGear,entertainment
X3n5Pk8fkLg,LateNightSeth,variety show
BabsgCQhpu4,LateNightSeth,variety show
CU8qwXYH83c,LateNightSeth,variety show
onMm0DLg8CE,LateNightSeth,variety show
yYnXBRo9TVA,LateNightSeth,variety show
63fRJ12v4L0,LateNightSeth,variety show
KZDYjcE9mIc,LateNightSeth,variety show
-5C6kG57J7Q,LateNightSeth,variety show
m3Wf2GN2Pus,LateNightSeth,variety show
Bt5WzvTvspU,LateNightSeth,variety show
2MdQWo9fHZs,mkbhd,technology
j31dmodZ-5c,mkbhd,technology
rU9aqBv0YdY,mkbhd,technology
eou_g_cYCew,mkbhd,technology
Tl8RS0sR-qA,mkbhd,technology
rng_yUSwrgU,mkbhd,technology
q0aFOxT6TNw,mkbhd,technology
tDARtYjUiHs,mkbhd,technology
7gtc1DW2Tgo,mkbhd,technology
s0EbxhQYeCA,mkbhd,technology
eQ_8F4nzyiw,LinusTechTips,technology
kqnvrjgyEMc,LinusTechTips,technology
sZs4NDC4yrI,LinusTechTips,technology
VWHlPH23P-w,LinusTechTips,technology
M8NFhjj0bUk,LinusTechTips,technology
BL4DCEp7blY,LinusTechTips,technology
7CZq5SkIiu0,LinusTechTips,technology
nDTeSb0TzbQ,LinusTechTips,technology
v7MYOpFONCU,LinusTechTips,technology
3dEfc9LL9bQ,LinusTechTips,technology
imW392e6XR0,JimmyKimmelLive,entertainment
aHBLOkfJSYI,JimmyKimmelLive,entertainment
AKEQwvaYI_k,JimmyKimmelLive,entertainment
LABGimhsEys,JimmyKimmelLive,entertainment
JgQVj4iMm8Y,JimmyKimmelLive,entertainment
Hcmz74AaXHs,JimmyKimmelLive,entertainment
RK-oQfFToVg,JimmyKimmelLive,entertainment
t2oVUxTV4WA,JimmyKimmelLive,entertainment
RDocnbkHjhI,JimmyKimmelLive,entertainment
Zu5Oo23G67w,JimmyKimmelLive,entertainment
IwzkfMmNMpM,fifa,sports
rb0bjyt1OD0,fifa,sports
vyDjFVZgJoo,fifa,sports
e8laLiWolGg,fifa,sports
Vw34wMAqWzc,fifa,sports
4rp2aLQl7vg,fifa,sports
lNRB7OCo8Wo,fifa,sports
GrsEAvRerTg,fifa,sports
6C6oOcDFmLY,fifa,sports
Jm29kLeWqDA,fifa,sports
c0pS3Zx7Fc8,WendoverProductions,documentary
GiBF6v5UAAE,WendoverProductions,documentary
YJRqB1xtIxg,WendoverProductions,documentary
BzB5xtGGsTc,WendoverProductions,documentary
gdy0gBVWAzE,WendoverProductions,documentary
b4wRdoWpw0w,WendoverProductions,documentary
069y1MpOkQY,WendoverProductions,documentary
5-QejUTDCWw,WendoverProductions,documentary
MP1OAm7Pzps,WendoverProductions,documentary
zQV_DKQkT8o,WendoverProductions,documentary
oFF134_iokI,OfficialGrahamNorton,variety show
Kjp3PTeXBew,OfficialGrahamNorton,variety show
stRtOHjh6lY,OfficialGrahamNorton,variety show
mfT-UZCA6Tg,OfficialGrahamNorton,variety show
UEob1L_tsn0,OfficialGrahamNorton,variety show
dmbpagijVkk,OfficialGrahamNorton,variety show
Y-orMndwuSE,OfficialGrahamNorton,variety show
lIHWgKIXaJU,OfficialGrahamNorton,variety show
TUJWx7vo44c,OfficialGrahamNorton,variety show
_QWZvU7VCn8,OfficialGrahamNorton,variety show
iOGHJMS0QT0,SaturdayNightLive,comedy
O7VaXlMvAvk,SaturdayNightLive,comedy
uwfdFCP3KYM,SaturdayNightLive,comedy
f6NUQeb5noM,SaturdayNightLive,comedy
FaOSCASqLsE,SaturdayNightLive,comedy
PfPdYYsEfAE,SaturdayNightLive,comedy
Ch_hoYPPeGc,SaturdayNightLive,comedy
ImaYMoTi2g8,SaturdayNightLive,comedy
m6uvv1aS5_I,SaturdayNightLive,comedy
UWuc18xISwI,SaturdayNightLive,comedy
GE-lAftuQgc,RealLifeLore,documentary
E39GIysMevQ,RealLifeLore,documentary
Iy7NzjCmUf0,RealLifeLore,documentary
hOFRbjjjwCE,RealLifeLore,documentary
9mVRc80vhhQ,RealLifeLore,documentary
lPNrtjboISg,RealLifeLore,documentary
If61baWF4GE,RealLifeLore,documentary
OQ9zng2S810,RealLifeLore,documentary
jlX7tl1QvJs,RealLifeLore,documentary
si9Phc9ArpU,RealLifeLore,documentary
P73REgj-3UE,primitivetechnology9550,making
ZEl-Y1NvBVI,primitivetechnology9550,making
VVV4xeWBIxE,primitivetechnology9550,making
BN-34JfUrHY,primitivetechnology9550,making
mL3sho1CpkI,primitivetechnology9550,making
D59v74k5flU,primitivetechnology9550,making
i9TdoO2OVaA,primitivetechnology9550,making
nCKkHqlx9dE,primitivetechnology9550,making
rrlr02YDr5A,primitivetechnology9550,making
ey68uVUuyvs,primitivetechnology9550,making
02tRxM_1VsE,aragusea,cooking
lzAk5wAImFQ,aragusea,cooking
m6kcANnAJSo,aragusea,cooking
SDpCzJw2xm4,aragusea,cooking
Sew4rctKghY,aragusea,cooking
p-LY9b1u_io,aragusea,cooking
21igfoUrRCg,aragusea,cooking
pO-L9mo06CQ,aragusea,cooking
9TjUWnAK0cg,aragusea,cooking
cL9RyGqwcbA,aragusea,cooking
QaZ93sibpk0,Vogue,fashion
lsFPbgK1v9I,Vogue,fashion
vCJ6U7mQmYw,Vogue,fashion
KONe4SNFA64,Vogue,fashion
_GFkHA5EZdE,Vogue,fashion
XnbCSboujF4,Vogue,fashion
1uJQxq6epDk,Vogue,fashion
Bk0G1f4DpCM,Vogue,fashion
948MLgRGNyU,Vogue,fashion
ITLAhqe1JMo,Vogue,fashion
Sk8POUhLwM8,AsianBoss,culture
Kkvpk3k8ars,AsianBoss,culture
da7LqBQQ5pI,AsianBoss,culture
DyqUw0WYwoc,AsianBoss,culture
qsT97ax_Xb0,AsianBoss,culture
u1xwLUjk1uI,AsianBoss,culture
W82754Zhx3Q,AsianBoss,culture
xfVwr2F26mQ,AsianBoss,culture
TuTD0z_Ji_c,AsianBoss,culture
0YWRPWDqzVg,AsianBoss,culture
wuClZjOdT30,GeographyNow,culture
j3XpfBChLyk,GeographyNow,culture
FsXc3FcWi3g,GeographyNow,culture
AWKmazrRIwA,GeographyNow,culture
00QUYoZHnH8,GeographyNow,culture
lzAESaVqix0,GeographyNow,culture
vEy6tcU6eLU,GeographyNow,culture
K8zAbdYx9SU,GeographyNow,culture
Hp0-YP3lADk,GeographyNow,culture
LVFvRNRTEd4,GeographyNow,culture
pPsgfMuOFeM,ColbertLateShow,talk show
L8IA_tCM-Qk,ColbertLateShow,talk show
rgUvhNlGV0s,ColbertLateShow,talk show
jiMUoVjQ5uI,ColbertLateShow,talk show
8OtMq2s0TyM,ColbertLateShow,talk show
3kRl7gkXdXM,ColbertLateShow,talk show
uBUJCaj6wyI,ColbertLateShow,talk show
LiyPWH6Gm3U,ColbertLateShow,talk show
mNiqpBNE9ik,ColbertLateShow,talk show
Ns7ocpRhDD8,ColbertLateShow,talk show
